date,arcella,nude ameba,aspidisca,trachelopylum,lionutus,paramecium,carchecium,epistylis,opercularia,podophyra,tokophyra,vorticella,rotifer,nematode,worms,micro flagellates,peranema trich,spirochaetes,0041_0675,0092,1851,beggiatoa,Microthrix,N. Limicola,Nocardia,Thiothrix,zoogloea,Floc Strength,Indian Ink,Filament index,Floc size,Close,Open and close,Open,Shape,In and out,In,Free filaments,Filaments location,arcella,nude ameba,aspidisca,trachelopylum,lionutus,paramecium,carchecium,epistylis,opercularia,podophyra,tokophyra,vorticella,rotifer,nematode,worms,micro flagellates,peranema trich,spirochaetes,0041_0675,0092,1851,beggiatoa,Microthrix,N. Limicola,Nocardia,Thiothrix,zoogloea,Floc Strength,Indian Ink,Filament index,Floc size,Close,Open and close,Open,Shape,In and out,In,Free filaments,Filaments location,arcella,nude ameba,aspidisca,trachelopylum,lionutus,paramecium,carchecium,epistylis,opercularia,podophyra,tokophyra,vorticella,rotifer,nematode,worms,micro flagellates,peranema trich,spirochaetes,0041_0675,0092,1851,beggiatoa,Microthrix,N. Limicola,Nocardia,Thiothrix,zoogloea,Floc Strength,Indian Ink,Filament index,Floc size,Close,Open and close,Open,Shape,In and out,In,Free filaments,Filaments location,arcella,nude ameba,aspidisca,trachelopylum,lionutus,paramecium,carchecium,epistylis,opercularia,podophyra,tokophyra,vorticella,rotifer,nematode,worms,micro flagellates,peranema trich,spirochaetes,0041_0675,0092,1851,beggiatoa,Microthrix,N. Limicola,Nocardia,Thiothrix,zoogloea,Floc Strength,Indian Ink,Filament index,Floc size,Close,Open and close,Open,Shape,In and out,In,Free filaments,Filaments location
23/11/2011 00:00:00,18.00,10.00,54.00,2.00,14.00,0.00,0.00,8.00,0.00,0.00,0.00,5.00,7.00,0.00,0.00,4.00,0.00,17.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,11.00,34.00,3.00,20.00,1.00,0.00,2.00,0.00,0.00,0.00,10.00,2.00,2.00,0.00,10.00,0.00,3.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,7.00,38.00,14.00,3.00,0.00,0.00,14.00,1.00,0.00,0.00,7.00,7.00,0.00,0.00,4.00,0.00,13.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,6.00,42.00,18.00,5.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,4.00,1.00,0.00,4.00,0.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,
25/11/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,2.00,11.00,10.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,3.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,10.00,8.00,17.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,15.00,4.00,2.00,1.00,41.00,0.00,0.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,0.00,
01/12/2011 00:00:00,35.00,6.00,14.00,8.00,4.00,0.00,0.00,4.00,0.00,1.00,1.00,19.00,7.00,2.00,0.00,42.00,0.00,4.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,2.00,3.00,15.00,2.00,2.00,0.00,2.00,0.00,0.00,2.00,8.00,3.00,2.00,0.00,15.00,0.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2011 00:00:00,101.00,3.00,46.00,7.00,5.00,0.00,0.00,3.00,0.00,0.00,0.00,13.00,6.00,1.00,0.00,32.00,1.00,1.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00,2.00,4.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,5.00,7.00,0.00,6.00,0.00,0.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.00,7.00,49.00,2.00,6.00,0.00,0.00,1.00,0.00,0.00,0.00,16.00,3.00,10.00,0.00,12.00,1.00,2.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,1.00,4.00,23.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,2.00,9.00,0.00,10.00,0.00,1.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,3.00,
06/12/2011 00:00:00,91.00,3.00,59.00,1.00,7.00,0.00,0.00,2.00,0.00,0.00,0.00,17.00,7.00,7.00,0.00,7.00,1.00,1.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.00,1.00,10.00,14.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,11.00,4.00,7.00,0.00,7.00,0.00,1.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2011 00:00:00,106.00,2.00,41.00,1.00,5.00,1.00,0.00,1.00,0.00,0.00,0.00,8.00,7.00,6.00,0.00,3.00,0.00,1.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,2.00,14.00,7.00,5.00,1.00,0.00,1.00,0.00,0.00,0.00,6.00,1.00,8.00,0.00,5.00,0.00,0.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,0.00,
08/12/2011 00:00:00,181.00,4.00,38.00,1.00,2.00,0.00,0.00,5.00,0.00,0.00,0.00,4.00,8.00,8.00,0.00,8.00,1.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,2.00,6.00,0.00,7.00,0.00,0.00,1.00,0.00,0.00,0.00,14.00,4.00,7.00,0.00,5.00,0.00,2.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.00,4.00,42.00,0.00,4.00,1.00,0.00,1.00,0.00,0.00,0.00,17.00,5.00,6.00,0.00,17.00,5.00,2.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.00,2.00,19.00,0.00,19.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,5.00,0.00,0.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,3.00,
12/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2011 00:00:00,36.00,3.00,5.00,0.00,85.00,1.00,0.00,0.00,0.00,0.00,0.00,15.00,7.00,0.00,0.00,9.00,1.00,0.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.00,4.00,52.00,1.00,6.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00,7.00,0.00,0.00,6.00,0.00,1.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,12.00,2.00,18.00,12.00,0.00,0.00,2.00,13.00,0.00,0.00,25.00,0.00,0.00,0.00,20.00,4.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.00,9.00,19.00,3.00,2.00,0.00,0.00,8.00,0.00,0.00,0.00,43.00,7.00,0.00,0.00,5.00,2.00,2.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,
20/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,5.00,3.00,1.00,7.00,0.00,0.00,8.00,1.00,2.00,1.00,44.00,8.00,0.00,0.00,5.00,1.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,4.00,9.00,2.00,3.00,0.00,33.00,0.00,0.00,0.00,0.00,3.00,14.00,0.00,0.00,3.00,0.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,5.00,10.00,0.00,22.00,0.00,0.00,11.00,1.00,0.00,0.00,29.00,8.00,1.00,0.00,4.00,0.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,
23/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2011 00:00:00,4.00,11.00,22.00,0.00,1.00,0.00,0.00,7.00,0.00,0.00,0.00,72.00,7.00,1.00,0.00,7.00,0.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,17.00,6.00,6.00,6.00,0.00,0.00,11.00,0.00,0.00,1.00,13.00,0.00,0.00,0.00,2.00,4.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,7.00,25.00,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,54.00,2.00,0.00,0.00,3.00,0.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,20.00,7.00,4.00,5.00,0.00,0.00,6.00,0.00,0.00,2.00,7.00,3.00,0.00,0.00,3.00,2.00,0.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,0.00,
29/12/2011 00:00:00,2.00,4.00,12.00,0.00,5.00,0.00,0.00,9.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,7.00,5.00,4.00,7.00,0.00,0.00,4.00,0.00,0.00,0.00,10.00,3.00,0.00,0.00,4.00,2.00,0.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2011 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,9.00,10.00,2.00,15.00,0.00,0.00,5.00,0.00,0.00,0.00,32.00,3.00,0.00,0.00,7.00,0.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,16.00,12.00,0.00,4.00,0.00,20.00,0.00,0.00,0.00,0.00,6.00,3.00,1.00,0.00,3.00,1.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,
02/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2012 00:00:00,2.00,15.00,5.00,0.00,33.00,0.00,0.00,7.00,0.00,0.00,1.00,42.00,3.00,0.00,0.00,30.00,0.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,13.00,2.00,9.00,0.00,0.00,0.00,9.00,0.00,1.00,1.00,22.00,4.00,0.00,0.00,5.00,0.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,23.00,2.00,6.00,42.00,0.00,0.00,7.00,0.00,0.00,1.00,59.00,3.00,0.00,0.00,46.00,0.00,0.00,,,,,,,,,,,,3.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,22.00,22.00,5.00,5.00,0.00,0.00,8.00,0.00,0.00,2.00,36.00,2.00,1.00,0.00,19.00,0.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,
06/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/2012 00:00:00,1.00,24.00,3.00,6.00,15.00,0.00,0.00,3.00,0.00,0.00,0.00,40.00,2.00,0.00,0.00,55.00,1.00,0.00,,,,,,,,,,,,3.50,4.00,0.00,,1.00,,2.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,27.00,9.00,5.00,7.00,0.00,0.00,8.00,0.00,0.00,1.00,52.00,2.00,0.00,0.00,18.00,0.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,11.00,15.00,,,8.00,,,,37.00,2.00,,,44.00,1.00,,,,,,,,,,,,,4.00,4.00,,,1.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,34.00,11.00,2.00,7.00,0.00,0.00,4.00,0.00,0.00,0.00,39.00,1.00,1.00,0.00,43.00,0.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,
10/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2012 00:00:00,0.00,45.00,7.00,0.00,3.00,0.00,0.00,5.00,0.00,0.00,0.00,27.00,3.00,1.00,0.00,58.00,2.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,15.00,8.00,0.00,6.00,0.00,0.00,3.00,0.00,0.00,0.00,33.00,2.00,0.00,0.00,100.00,2.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2012 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,,4.00,,,5.00,1.00,,,34.00,2.00,,,154.00,,,,,,,,,,,,,,4.00,4.00,,,1.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,25.00,4.00,0.00,11.00,0.00,0.00,1.00,2.00,0.00,0.00,52.00,0.00,0.00,0.00,,0.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,
17/01/2012 00:00:00,2.00,27.00,8.00,0.00,6.00,0.00,0.00,11.00,0.00,0.00,0.00,81.00,1.00,0.00,0.00,138.00,1.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,28.00,5.00,0.00,29.00,0.00,0.00,5.00,0.00,0.00,1.00,76.00,4.00,0.00,0.00,100.00,0.00,0.00,,,,,,,,,,,,4.00,4.00,0.00,,1.00,,2.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
